dwell_time_total,context,country,country_name,weight,age,age_group,gender,q06_vote,q01_currently_distributed,q03_household_income,q02_should_distributed,q04_household_size,q05_income,q05_income_group,q08_gap,q13_responsibility_govt,q14_live,q15_education
157,2,ZA,South Africa,1.1429383642182567,35_54,3,1,1,1,3,1,8,NA,NA,NA,NA,NA,NA
845,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,1,1,5,141,1,2,1,3,13
233,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,5,3,1,5,141,1,4,NA,NA,NA
58,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,2,3,2,3,133,1,1,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,3,6,5,143,1,2,2,2,15
198,3,ZA,South Africa,1.8524164151941305,35_54,3,2,2,1,3,2,3,131,1,2,3,2,13
2872,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,1,8,156,1,1,NA,NA,NA
207,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,5,3,131,1,2,6,1,15
145,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,3,6,6,NA,NA,NA,NA,NA,NA
54,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,3,3,131,1,NA,NA,NA,NA
NA,3,ZA,South Africa,2.4938941533327514,55_and_over,4,1,2,6,5,1,NA,NA,NA,NA,NA,NA,NA
248,3,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,3,6,6,147,1,2,1,2,15
352,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,3,5,6,149,1,2,2,4,13
239,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,6,5,141,1,1,NA,NA,NA
124,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,3,3,3,2,126,1,2,3,1,12
1628,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,2,4,3,131,1,2,1,1,12
NA,3,ZA,South Africa,0.5502955376590807,18_34,2,1,19,5,1,NA,NA,NA,NA,NA,NA,NA,NA
59,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
2119,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,2,1,1,8,156,1,2,NA,NA,NA
NA,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
168,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,4,1,5,141,1,4,NA,NA,NA
1075,2,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,3,6,4,139,1,4,3,2,14
458,3,ZA,South Africa,1.8524164151941305,35_54,3,2,2,1,5,4,7,153,1,1,2,1,13
212,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,1,6,3,132,1,1,NA,NA,NA
662,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,3,3,3,8,156,1,4,4,4,13
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,4,4,4,137,1,1,2,2,15
365,3,ZA,South Africa,1.8524164151941305,35_54,3,2,2,6,4,3,5,141,1,1,4,NA,NA
47,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,3,1,8,157,1,2,1,4,13
83,3,ZA,South Africa,1.1429383642182567,35_54,3,1,1,3,2,2,3,133,1,2,2,2,14
168,3,ZA,South Africa,4.041976900959177,55_and_over,4,2,20,2,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,3,5,3,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,1.8524164151941305,35_54,3,2,1,6,4,6,8,156,1,1,NA,NA,NA
2176,2,ZA,South Africa,1.1429383642182567,35_54,3,1,1,2,3,4,2,130,1,2,2,1,14
941,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,2,3,2,4,136,1,1,3,3,13
41,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA
160,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,4,3,1,3,131,1,NA,NA,NA,NA
421,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,2,1,5,141,1,2,2,NA,NA
NA,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,5,5,144,1,2,2,2,13
222,2,ZA,South Africa,1.1429383642182567,35_54,3,1,2,6,3,1,5,141,1,1,NA,NA,NA
233,2,ZA,South Africa,1.8524164151941305,35_54,3,2,1,5,3,5,4,136,1,2,4,4,14
213,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,5,3,5,8,156,1,2,6,NA,NA
455,3,ZA,South Africa,1.8524164151941305,35_54,3,2,2,3,3,5,4,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,1,6,4,136,1,2,NA,NA,NA
658,2,ZA,South Africa,0.8918910407430327,18_34,2,2,20,5,3,4,4,136,1,3,4,4,13
327,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA
103,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,2,2,6,1,121,1,1,NA,NA,NA
370,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,6,5,143,1,1,1,2,15
326,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,5,3,4,8,156,1,3,3,1,14
28,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA
120,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,5,6,146,1,NA,NA,NA,NA
465,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,3,4,4,136,1,1,2,2,13
586,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,2,4,2,7,151,1,1,1,4,13
78,3,ZA,South Africa,2.4938941533327514,55_and_over,4,1,19,1,2,5,5,145,1,2,NA,NA,NA
667,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,6,5,6,2,126,1,2,2,3,13
1000,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,4,5,2,1,NA,NA,NA,NA,NA,NA
394,3,ZA,South Africa,1.1429383642182567,35_54,3,1,20,2,4,5,7,151,1,2,1,4,13
106,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,3,3,3,133,1,2,NA,NA,NA
NA,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,4,5,7,151,1,2,2,4,14
796,2,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,5,6,3,132,1,1,2,3,13
52,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
178,2,ZA,South Africa,1.8524164151941305,35_54,3,2,1,5,4,2,8,156,1,2,2,NA,NA
590,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,6,3,6,4,136,1,3,6,2,13
52,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,5,6,8,156,1,2,NA,NA,NA
901,3,ZA,South Africa,2.4938941533327514,55_and_over,4,1,1,3,3,4,5,141,1,1,1,1,12
89,2,ZA,South Africa,1.8524164151941305,35_54,3,2,20,5,3,5,3,131,1,2,NA,NA,NA
131,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,3,3,6,2,130,1,3,NA,NA,NA
316,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,1,1,4,136,1,1,1,4,13
238,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,5,6,8,160,1,1,NA,NA,NA
343,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,3,6,1,124,1,1,4,4,14
433,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,6,5,5,2,126,1,4,4,4,13
159,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,6,4,138,1,2,1,1,15
148,3,ZA,South Africa,1.1429383642182567,35_54,3,1,1,6,3,4,5,141,1,NA,NA,NA,NA
494,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,1,6,147,1,1,2,2,15
92,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,1.1429383642182567,35_54,3,1,20,2,3,5,5,144,1,1,2,2,14
555,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,5,6,7,151,1,2,1,4,13
64,2,ZA,South Africa,0.8918910407430327,18_34,2,2,19,6,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,20,5,4,5,4,136,1,3,6,2,16
580,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,3,1,4,137,1,2,3,2,15
557,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,6,4,6,NA,NA,NA,NA,NA,NA,NA
287,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,1,5,143,1,1,5,3,13
NA,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,6,3,5,6,146,1,2,2,4,13
67,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
720,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,6,3,6,4,136,1,2,2,4,14
83,3,ZA,South Africa,2.4938941533327514,55_and_over,4,1,20,3,5,NA,NA,NA,NA,NA,NA,NA,NA
253,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,5,3,6,2,126,1,2,2,2,13
549,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,1,5,141,1,1,3,4,13
142,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,3,6,5,NA,NA,NA,NA,NA,NA
496,2,ZA,South Africa,4.041976900959177,55_and_over,4,2,2,2,3,3,2,129,1,3,2,2,15
39,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,4,2,7,151,1,1,1,3,13
974,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,5,3,5,8,156,1,1,1,4,13
54,3,ZA,South Africa,1.8524164151941305,35_54,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,3,ZA,South Africa,0.8918910407430327,18_34,2,2,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA
126,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,4,5,NA,NA,NA,NA,NA,NA,NA
52,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,3,6,6,150,1,NA,NA,NA,NA
369,2,ZA,South Africa,1.8524164151941305,35_54,3,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA
673,3,ZA,South Africa,0.8918910407430327,18_34,2,2,19,6,1,1,3,135,1,3,2,4,13
785,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,3,4,6,5,141,1,1,1,4,14
111,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,1,1,5,141,1,2,NA,NA,NA
120,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,2,1,2,127,1,4,2,2,16
33,2,ZA,South Africa,1.1429383642182567,35_54,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,5,4,6,NA,NA,NA,NA,NA,NA
104,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA
483,2,ZA,South Africa,1.8524164151941305,35_54,3,2,1,2,3,6,4,136,1,3,3,1,13
444,3,ZA,South Africa,4.041976900959177,55_and_over,4,2,1,6,4,4,8,156,1,3,3,4,14
78,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,3,5,8,156,1,1,NA,NA,NA
50,3,ZA,South Africa,0.8918910407430327,18_34,2,2,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,3,ZA,South Africa,0.8918910407430327,18_34,2,2,19,3,3,6,8,156,1,1,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,3,6,8,156,1,2,NA,NA,NA
76,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,2,5,1,NA,NA,NA,NA,NA,NA,NA
82,3,ZA,South Africa,4.041976900959177,55_and_over,4,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,4.041976900959177,55_and_over,4,2,1,6,5,6,1,124,1,1,NA,NA,NA
142,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.8918910407430327,18_34,2,2,20,5,3,2,5,141,1,NA,NA,NA,NA
2967,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,6,4,6,8,156,1,1,NA,NA,NA
1033,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,4,2,6,147,1,2,4,4,14
382,2,ZA,South Africa,0.5502955376590807,18_34,2,1,19,1,3,6,8,160,1,5,6,1,16
544,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,6,3,6,4,136,1,2,1,NA,NA
357,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,4,6,5,142,1,1,1,4,14
78,2,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
113,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,1,3,4,136,1,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,3,3,5,141,1,2,3,3,13
254,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,4,5,6,147,1,3,1,2,13
887,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,4,6,6,149,1,1,5,2,13
133,2,ZA,South Africa,1.8524164151941305,35_54,3,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
197,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
780,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,6,3,6,5,141,1,1,1,4,14
2456,3,ZA,South Africa,0.8918910407430327,18_34,2,2,20,1,5,6,5,142,1,NA,NA,NA,NA
582,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,3,3,3,8,156,1,2,1,3,14
115,3,ZA,South Africa,1.1429383642182567,35_54,3,1,20,1,3,3,7,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,1,2,2,126,1,2,NA,NA,NA
127,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,4,4,5,7,151,1,NA,NA,NA,NA
941,3,ZA,South Africa,0.5502955376590807,18_34,2,1,19,1,4,1,2,126,1,2,2,NA,NA
54,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,6,3,2,2,126,1,2,2,NA,NA
504,3,ZA,South Africa,0.8918910407430327,18_34,2,2,20,2,3,6,6,146,1,1,3,1,12
54,2,ZA,South Africa,1.8524164151941305,35_54,3,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA
68,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
220,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,3,6,5,141,1,1,NA,NA,NA
540,2,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,4,5,5,144,1,5,2,4,16
303,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,3,5,4,136,1,1,1,4,14
72,2,ZA,South Africa,1.1429383642182567,35_54,3,1,19,1,4,NA,NA,NA,NA,NA,NA,NA,NA
53,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA
44,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,3,1,4,136,1,1,2,4,13
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,4,6,5,143,1,2,NA,NA,NA
293,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,4,4,8,156,1,1,1,4,13
116,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,20,5,3,5,8,156,1,2,2,1,13
172,2,ZA,South Africa,4.041976900959177,55_and_over,4,2,20,1,3,6,4,NA,NA,NA,NA,NA,NA
108,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,2,3,5,7,153,1,NA,NA,NA,NA
128,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
308,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,3,5,4,136,1,NA,NA,NA,NA
117,2,ZA,South Africa,4.041976900959177,55_and_over,4,2,19,6,3,3,8,156,1,2,1,1,12
412,2,ZA,South Africa,1.1429383642182567,35_54,3,1,20,4,3,5,8,156,1,2,NA,NA,NA
140,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
393,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,4,2,3,131,1,1,1,4,13
565,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,5,5,5,5,NA,NA,NA,NA,NA,NA
269,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,3,6,5,141,1,2,3,2,13
519,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,4,3,5,141,1,2,4,3,12
198,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,3,6,2,126,1,1,1,NA,NA
952,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,2,5,145,1,1,5,2,15
1054,2,ZA,South Africa,1.1429383642182567,35_54,3,1,20,1,5,4,8,156,1,1,1,3,13
560,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,5,4,2,126,1,2,2,4,13
125,3,ZA,South Africa,1.1429383642182567,35_54,3,1,20,3,4,5,3,134,1,1,NA,NA,NA
245,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,2,3,6,2,127,1,2,2,NA,NA
123,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA
68,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
473,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,5,6,6,146,1,1,1,1,13
112,3,ZA,South Africa,1.1429383642182567,35_54,3,1,1,2,3,2,6,NA,NA,NA,NA,NA,NA
141,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,6,3,6,5,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,19,3,4,1,3,131,1,1,1,4,13
122,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,3,5,5,144,1,2,2,NA,NA
42,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
230,2,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,1,1,8,160,1,5,1,1,16
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,5,4,5,NA,NA,NA,NA,NA,NA
1036,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,5,6,8,156,1,1,1,4,13
79,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,6,1,3,5,141,1,NA,NA,NA,NA
62,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,6,3,6,2,NA,NA,NA,NA,NA,NA
800,2,ZA,South Africa,1.8524164151941305,35_54,3,2,19,4,3,NA,NA,NA,NA,NA,NA,NA,NA
86,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,3,2,127,1,NA,NA,NA,NA
3132,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,5,6,8,156,1,2,NA,NA,NA
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,2,6,5,6,3,132,1,1,1,3,13
158,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,6,3,NA,NA,NA,NA,NA,NA,NA,NA
20,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,3,3,5,7,152,1,3,1,NA,NA
20,2,ZA,South Africa,0.8918910407430327,18_34,2,2,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,3,ZA,South Africa,4.041976900959177,55_and_over,4,2,2,1,2,5,4,140,1,1,1,1,14
161,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,3,6,4,136,1,2,NA,NA,NA
NA,3,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,3,6,4,136,1,1,1,1,13
227,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,5,5,2,126,1,1,NA,NA,NA
542,3,ZA,South Africa,0.8918910407430327,18_34,2,2,20,3,4,3,7,151,1,1,6,1,12
940,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,3,6,NA,NA,NA,NA,NA,NA,NA
34,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,3,ZA,South Africa,0.5502955376590807,18_34,2,1,19,1,4,5,3,132,1,1,NA,NA,NA
308,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,3,3,6,6,146,1,2,NA,NA,NA
105,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,6,3,NA,NA,NA,NA,NA,NA,NA,NA
91,2,ZA,South Africa,0.8918910407430327,18_34,2,2,20,4,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,1.8524164151941305,35_54,3,2,1,1,3,2,8,156,1,1,1,1,13
75,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,3,3,3,4,136,1,NA,NA,NA,NA
675,2,ZA,South Africa,0.5502955376590807,18_34,2,1,19,6,4,6,3,131,1,3,2,4,13
594,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,2,4,2,8,156,1,1,1,1,13
531,3,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,4,6,4,138,1,1,1,2,15
145,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,3,6,NA,NA,NA,NA,NA,NA,NA
57,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,5,3,6,4,136,1,NA,NA,NA,NA
118,3,ZA,South Africa,2.4938941533327514,55_and_over,4,1,1,4,3,5,3,NA,NA,NA,NA,NA,NA
43,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,2,3,2,6,146,1,NA,NA,NA,NA
67,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,2,NA,NA,NA,NA,NA,NA,NA,NA
140,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,5,3,5,4,136,1,NA,NA,NA,NA
NA,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,2,5,5,141,1,1,3,2,15
181,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,2,3,2,3,133,1,2,NA,NA,NA
103,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
79,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,3,4,6,NA,NA,NA,NA,NA,NA
76,2,ZA,South Africa,0.5502955376590807,18_34,2,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,4,3,4,5,141,1,2,4,4,16
274,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,4,6,2,126,1,2,1,4,13
1787,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,3,3,3,7,152,1,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,4,3,5,141,1,1,3,2,13
76,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,4,5,6,5,NA,NA,NA,NA,NA,NA
NA,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,4,5,4,8,156,1,1,NA,NA,NA
62,3,ZA,South Africa,1.1429383642182567,35_54,3,1,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA
70,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,4,6,NA,NA,NA,NA,NA,NA,NA
315,2,ZA,South Africa,1.1429383642182567,35_54,3,1,2,1,4,1,2,126,1,2,1,4,13
51,3,ZA,South Africa,0.5502955376590807,18_34,2,1,2,4,3,5,2,NA,NA,NA,NA,NA,NA
145,3,ZA,South Africa,0.8918910407430327,18_34,2,2,1,5,3,3,NA,NA,NA,NA,NA,NA,NA
32,3,ZA,South Africa,0.5502955376590807,18_34,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
369,3,ZA,South Africa,0.5502955376590807,18_34,2,1,20,5,4,4,8,156,1,5,NA,NA,NA
100,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA
42,3,ZA,South Africa,0.8918910407430327,18_34,2,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA
97,3,ZA,South Africa,1.8524164151941305,35_54,3,2,2,1,2,2,3,132,1,1,1,1,12
88,3,ZA,South Africa,0.8918910407430327,18_34,2,2,20,2,1,3,3,NA,NA,NA,NA,NA,NA
NA,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA
302,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,1,3,5,4,137,1,1,1,2,13
200,2,ZA,South Africa,0.8918910407430327,18_34,2,2,1,1,3,6,2,126,1,1,2,2,14
46,2,ZA,South Africa,0.5502955376590807,18_34,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050,2,ZA,South Africa,0.5502955376590807,18_34,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
