dwell_time_total,context,country,country_name,weight,age,age_group,gender,q06_vote,q01_currently_distributed,q03_household_income,q02_should_distributed,q04_household_size,q05_income,q05_income_group,q08_gap,q13_responsibility_govt,q14_live,q15_education
94,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
288,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,2,5,2,5,301,1,3,1,1,12
173,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA
364,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,6,5,6,1,281,1,2,2,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,2,4,1,282,1,3,2,1,16
80,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,4,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,5,6,4,NA,NA,NA,NA,NA,NA
160,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,1,1,1,281,1,1,1,NA,NA
598,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,5,4,4,8,317,1,2,3,1,15
128,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,3,3,4,297,1,2,1,4,12
1089,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,1,3,1,7,313,1,1,5,NA,15
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,5,1,2,6,NA,NA,NA,NA,NA,NA
181,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,5,6,5,NA,NA,NA,NA,NA,NA
210,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,3,5,7,311,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,3,4,5,NA,NA,NA,NA,NA,NA
392,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,3,8,316,1,1,NA,NA,NA
96,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA
1514,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA
76,3,MA,Morocco,1.0857762284654768,18_34,2,2,19,3,2,3,NA,NA,NA,NA,NA,NA,NA
71,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
275,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,6,4,296,1,4,NA,NA,NA
199,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,6,2,6,7,NA,NA,NA,NA,NA,NA
366,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,4,1,281,1,1,3,1,16
232,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,1,3,NA,NA,NA,NA,NA,NA
99,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,3,NA,NA,NA,NA,NA,NA,NA,NA
53,2,MA,Morocco,3.498614533270371,55_and_over,4,2,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1575,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,2,3,1,5,305,1,1,NA,NA,NA
378,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,5,4,1,8,316,1,2,6,4,12
NA,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,5,4,7,NA,NA,NA,NA,NA,NA
438,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,6,3,6,NA,NA,NA,NA,NA,NA,NA
299,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,4,6,7,311,1,2,NA,NA,NA
66,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,3,MA,Morocco,3.498614533270371,55_and_over,4,2,20,6,3,3,1,281,1,3,6,2,16
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,3,6,6,306,1,2,1,3,14
244,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,4,4,4,296,1,2,NA,NA,NA
312,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,4,6,8,316,1,1,2,NA,NA
462,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,4,6,4,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,5,5,4,3,291,1,1,1,4,14
72,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,2,5,8,320,1,1,4,1,16
63,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,3,5,7,NA,NA,NA,NA,NA,NA
185,2,MA,Morocco,2.4752338757258836,35_54,3,2,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,1.45118859610275,55_and_over,4,1,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,2.4752338757258836,35_54,3,2,2,2,3,3,5,301,1,2,2,1,12
315,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,2,1,1,4,296,1,1,6,1,12
224,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,3,6,6,NA,NA,NA,NA,NA,NA
61,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,1,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,4,3,4,296,1,1,1,1,15
53,3,MA,Morocco,2.4752338757258836,35_54,3,2,19,1,5,1,NA,NA,NA,NA,NA,NA,NA
616,3,MA,Morocco,3.498614533270371,55_and_over,4,2,2,4,3,6,5,305,1,1,1,1,15
266,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,5,3,5,4,298,1,3,3,NA,NA
127,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,6,5,2,3,295,1,NA,NA,NA,NA
85,3,MA,Morocco,2.4752338757258836,35_54,3,2,20,1,3,NA,NA,NA,NA,NA,NA,NA,NA
303,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,1,5,1,5,301,1,1,4,4,13
305,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,1,3,6,4,297,1,2,3,1,16
76,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,2,3,NA,NA,NA,NA,NA,NA,NA,NA
78,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,5,2,NA,NA,NA,NA,NA,NA,NA,NA
251,2,MA,Morocco,3.498614533270371,55_and_over,4,2,1,4,3,4,8,316,1,3,NA,NA,NA
NA,3,MA,Morocco,2.4752338757258836,35_54,3,2,2,2,4,4,6,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,5,3,5,5,304,1,1,2,1,15
238,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,6,3,6,3,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,3,3,294,1,2,NA,NA,NA
68,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,6,3,6,6,306,1,3,NA,NA,NA
336,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,5,1,8,316,1,1,6,4,16
69,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,3,3,4,2,NA,NA,NA,NA,NA,NA
59,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
89,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,3,4,5,NA,NA,NA,NA,NA,NA
193,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,5,3,5,301,1,1,3,4,16
26,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA
281,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,5,5,5,8,316,1,1,NA,NA,NA
57,2,MA,Morocco,3.498614533270371,55_and_over,4,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA
71,3,MA,Morocco,1.0857762284654768,18_34,2,2,20,6,3,NA,NA,NA,NA,NA,NA,NA,NA
157,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,5,4,6,7,312,1,1,1,1,15
56,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,4,5,302,1,3,3,NA,NA
235,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,3,6,308,1,3,3,1,15
458,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,4,5,6,306,1,1,2,1,15
201,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,3,3,3,3,295,1,1,1,NA,NA
57,3,MA,Morocco,1.45118859610275,55_and_over,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,2,MA,Morocco,1.0267010380771837,35_54,3,1,19,6,3,6,8,316,1,1,4,3,15
87,2,MA,Morocco,1.0267010380771837,35_54,3,1,19,6,3,NA,NA,NA,NA,NA,NA,NA,NA
75,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,3,4,296,1,4,3,1,14
NA,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,1,3,2,4,297,1,1,5,1,16
259,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
250,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,3,3,8,317,1,2,2,NA,15
192,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,1,4,4,4,296,1,2,NA,NA,NA
75,3,MA,Morocco,3.498614533270371,55_and_over,4,2,20,2,3,NA,NA,NA,NA,NA,NA,NA,NA
128,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,2,4,5,4,NA,NA,NA,NA,NA,NA
519,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,5,3,5,3,291,1,1,6,1,15
186,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,1,3,NA,NA,NA,NA,NA,NA,NA,NA
106,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,3,5,301,1,2,3,2,14
501,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,5,4,6,306,1,1,6,4,13
416,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,3,3,4,5,302,1,2,1,1,16
132,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,3,5,8,317,1,1,NA,NA,NA
48,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,2.4752338757258836,35_54,3,2,19,1,4,2,4,297,1,3,2,1,14
NA,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,3,3,3,8,317,1,3,6,4,16
327,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,3,6,5,302,1,3,2,1,16
1088,3,MA,Morocco,2.4752338757258836,35_54,3,2,1,6,3,3,4,296,1,2,1,2,12
141,2,MA,Morocco,3.498614533270371,55_and_over,4,2,20,1,5,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,2.4752338757258836,35_54,3,2,19,6,5,1,8,316,1,1,1,4,14
410,3,MA,Morocco,1.0857762284654768,18_34,2,2,19,1,3,5,7,312,1,1,1,1,16
249,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,3,3,3,5,301,1,3,2,1,14
290,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,4,3,8,317,1,2,NA,NA,NA
724,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,4,6,5,302,1,1,5,4,15
NA,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,2,3,2,6,NA,NA,NA,NA,NA,NA
1642,3,MA,Morocco,2.4752338757258836,35_54,3,2,2,1,4,6,5,302,1,1,5,1,16
597,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,5,2,1,281,1,1,1,1,12
138,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,3,3,6,3,292,1,3,3,NA,NA
129,3,MA,Morocco,1.0857762284654768,18_34,2,2,20,5,3,4,8,317,1,3,6,NA,NA
NA,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,1,3,4,5,302,1,1,3,2,13
806,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,6,4,6,3,292,1,1,2,1,16
135,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,4,5,7,311,1,2,6,NA,NA
109,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,3,5,304,1,3,6,1,15
105,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,2,3,3,7,NA,NA,NA,NA,NA,NA
160,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,6,3,5,5,303,1,1,3,NA,NA
NA,2,MA,Morocco,3.498614533270371,55_and_over,4,2,20,1,3,4,6,310,1,3,1,1,12
39,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
65,2,MA,Morocco,3.498614533270371,55_and_over,4,2,19,4,3,NA,NA,NA,NA,NA,NA,NA,NA
84,3,MA,Morocco,1.0857762284654768,18_34,2,2,20,3,3,6,5,301,1,1,NA,NA,NA
76,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,3,3,3,5,301,1,1,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,6,5,NA,NA,NA,NA,NA,NA
283,2,MA,Morocco,1.0267010380771837,35_54,3,1,19,1,3,2,3,291,1,1,1,1,12
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,2,3,8,318,1,1,3,4,16
47,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,3,3,6,307,1,1,NA,NA,NA
NA,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,3,5,8,316,1,2,2,4,16
40,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,6,1,6,2,NA,NA,NA,NA,NA,NA
26,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,2,3,5,5,304,1,2,2,2,16
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,4,1,5,301,1,1,6,2,14
151,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,5,3,6,3,291,1,2,NA,NA,NA
58,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
792,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,5,4,6,6,306,1,1,2,4,16
44,3,MA,Morocco,2.4752338757258836,35_54,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,6,3,6,5,304,1,1,1,4,16
272,2,MA,Morocco,1.45118859610275,55_and_over,4,1,19,6,1,6,8,320,1,5,5,2,12
471,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,4,1,5,1,281,1,4,2,1,16
29,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,3,3,5,4,299,1,1,1,NA,NA
NA,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,5,3,6,8,317,1,2,3,1,15
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,3,5,5,NA,NA,NA,NA,NA,NA
263,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,5,1,8,316,1,1,1,2,16
202,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,4,3,5,6,307,1,3,6,4,13
101,2,MA,Morocco,2.4752338757258836,35_54,3,2,19,1,3,3,2,NA,NA,NA,NA,NA,NA
338,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,2,3,2,6,306,1,2,4,4,13
201,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,2,3,NA,NA,NA,NA,NA,NA,NA,NA
2485,2,MA,Morocco,1.45118859610275,55_and_over,4,1,2,4,1,1,8,320,1,3,3,4,12
203,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,4,3,3,4,298,1,3,2,1,13
206,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,1,1,4,297,1,1,NA,NA,NA
42,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,5,3,3,5,302,1,3,3,2,14
938,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,4,3,2,4,NA,NA,NA,NA,NA,NA
270,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,1,1,NA,NA,NA,NA,NA,NA,NA,NA
285,2,MA,Morocco,3.498614533270371,55_and_over,4,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,1.0267010380771837,35_54,3,1,19,1,4,4,5,301,1,5,4,4,14
528,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,3,4,4,299,1,2,2,1,16
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,4,6,4,NA,NA,NA,NA,NA,NA
661,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,6,3,6,4,298,1,1,1,1,15
NA,3,MA,Morocco,1.45118859610275,55_and_over,4,1,19,4,3,1,NA,NA,NA,NA,NA,NA,NA
245,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
490,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,3,3,6,306,1,1,NA,NA,NA
112,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,2,3,6,5,NA,NA,NA,NA,NA,NA
38,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,1,4,3,5,301,1,2,3,1,13
666,3,MA,Morocco,1.45118859610275,55_and_over,4,1,20,3,3,3,4,298,1,3,2,1,16
216,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,6,1,3,8,320,1,5,5,2,16
45,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,4,3,3,291,1,2,2,1,13
792,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,1,5,5,5,301,1,2,2,1,15
67,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA
319,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,4,3,4,4,296,1,1,5,4,15
65,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,2,2,5,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,2,2,5,NA,NA,NA,NA,NA,NA
247,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,6,3,3,5,301,1,3,2,1,14
215,2,MA,Morocco,2.4752338757258836,35_54,3,2,2,3,3,3,3,293,1,2,2,1,16
70,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,2,5,5,5,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
177,2,MA,Morocco,1.0267010380771837,35_54,3,1,1,2,3,5,5,302,1,2,2,1,16
191,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,5,5,301,1,2,3,2,16
72,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,3,6,7,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,4,2,5,NA,NA,NA,NA,NA,NA
51,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,3,3,4,8,316,1,NA,NA,NA,NA
327,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,3,3,3,3,292,1,2,2,1,16
146,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,6,3,1,5,301,1,1,NA,NA,NA
21,2,MA,Morocco,2.4752338757258836,35_54,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
110,2,MA,Morocco,2.4752338757258836,35_54,3,2,19,1,5,NA,NA,NA,NA,NA,NA,NA,NA
63,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,5,6,4,296,1,1,5,1,14
215,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,5,3,6,2,NA,NA,NA,NA,NA,NA
262,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,3,6,6,306,1,1,1,4,16
725,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,3,3,3,4,296,1,2,4,2,13
495,2,MA,Morocco,1.0857762284654768,18_34,2,2,20,2,3,4,7,311,1,2,6,2,16
NA,3,MA,Morocco,2.4752338757258836,35_54,3,2,1,3,1,3,NA,NA,NA,NA,NA,NA,NA
131,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,5,5,5,5,301,1,1,2,4,15
461,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,2,4,4,3,291,1,2,NA,NA,NA
70,3,MA,Morocco,1.0857762284654768,18_34,2,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,2,6,7,311,1,2,1,4,13
88,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,5,4,8,316,1,1,3,2,15
86,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,3,4,NA,NA,NA,NA,NA,NA
56,3,MA,Morocco,2.4752338757258836,35_54,3,2,20,2,4,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,1,6,5,301,1,1,1,1,16
NA,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,2,4,5,301,1,3,5,4,16
345,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,4,4,3,291,1,1,1,4,15
217,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,4,4,4,8,NA,NA,NA,NA,NA,NA
212,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,5,3,5,7,313,1,2,1,NA,NA
360,2,MA,Morocco,1.0857762284654768,18_34,2,2,19,6,3,1,8,316,1,2,2,4,15
98,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,3,3,3,NA,NA,NA,NA,NA,NA
430,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,4,6,8,316,1,1,3,1,13
353,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,5,3,6,2,287,1,1,2,1,13
1584,2,MA,Morocco,1.45118859610275,55_and_over,4,1,1,1,5,6,1,NA,NA,NA,NA,NA,NA
139,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,6,4,1,1,NA,NA,NA,NA,NA,NA
288,3,MA,Morocco,0.4503685861030485,18_34,2,1,19,1,2,2,3,291,1,1,1,1,13
121,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA
272,3,MA,Morocco,1.0267010380771837,35_54,3,1,1,4,5,2,4,296,1,1,2,1,13
100,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
703,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,3,5,5,304,1,4,1,1,13
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,3,1,3,291,1,1,NA,NA,NA
NA,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,6,5,2,1,285,1,NA,NA,NA,NA
208,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA
295,2,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,4,5,6,307,1,4,1,1,16
721,2,MA,Morocco,1.45118859610275,55_and_over,4,1,2,1,3,6,3,295,1,1,2,1,16
102,2,MA,Morocco,1.0267010380771837,35_54,3,1,20,3,1,NA,NA,NA,NA,NA,NA,NA,NA
257,2,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,3,4,4,NA,NA,NA,NA,NA,NA
644,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,3,2,5,301,1,1,1,4,13
531,2,MA,Morocco,0.4503685861030485,18_34,2,1,2,2,5,6,8,316,1,3,3,4,15
251,3,MA,Morocco,1.45118859610275,55_and_over,4,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,3,MA,Morocco,3.498614533270371,55_and_over,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,2,MA,Morocco,1.0857762284654768,18_34,2,2,1,3,4,3,4,297,1,NA,NA,NA,NA
506,3,MA,Morocco,1.0857762284654768,18_34,2,2,1,2,4,6,7,311,1,1,2,1,13
47,2,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
221,3,MA,Morocco,2.4752338757258836,35_54,3,2,19,4,3,4,5,301,1,1,NA,NA,NA
136,2,MA,Morocco,0.4503685861030485,18_34,2,1,20,1,5,NA,NA,NA,NA,NA,NA,NA,NA
117,3,MA,Morocco,0.4503685861030485,18_34,2,1,1,1,3,1,5,305,1,2,NA,NA,NA
992,3,MA,Morocco,1.0267010380771837,35_54,3,1,20,1,3,6,5,302,1,2,2,4,15
695,3,MA,Morocco,0.4503685861030485,18_34,2,1,2,4,3,5,7,311,1,1,2,1,15
3255,3,MA,Morocco,1.0267010380771837,35_54,3,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA
429,3,MA,Morocco,1.0857762284654768,18_34,2,2,2,2,3,2,3,291,1,2,3,2,15
1968,2,MA,Morocco,2.4752338757258836,35_54,3,2,20,3,3,5,5,303,1,2,1,1,14
216,3,MA,Morocco,0.4503685861030485,18_34,2,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
